Id,SalePrice
1461,119957.49696600247
1462,151481.43587518454
1463,180201.12824250406
1464,197515.00076563508
1465,202434.3241462225
1466,170554.59110368724
1467,179791.55530795726
1468,159786.48730482595
1469,196124.24975362583
1470,118848.26967703042
1471,188060.50490602248
1472,98874.1472191621
1473,95139.77013854415
1474,143651.17988404774
1475,107787.72164416357
1476,353633.3077029352
1477,246593.77205365174
1478,299794.7544269064
1479,300047.66744526906
1480,468170.30831016105
1481,321386.1223006817
1482,213626.11931443954
1483,181177.84000264466
1484,160707.10735655253
1485,197393.77114674659
1486,194937.32712505368
1487,335953.3232310031
1488,238785.11740633368
1489,189499.76935801667
1490,239797.27073121455
1491,196907.5263705249
1492,92668.58315164143
1493,190787.18029375694
1494,295744.1396540595
1495,288784.19585790596
1496,234247.47055537006
1497,179731.89076312433
1498,171648.21649864662
1499,165692.03939709594
1500,158408.85804171197
1501,172993.03590855608
1502,145807.38188332916
1503,285951.086908566
1504,241976.02473584178
1505,225727.11539092704
1506,187589.34350456714
1507,244001.25415911217
1508,201684.98935112997
1509,161700.4764095738
1510,142587.91094472533
1511,150707.39855925494
1512,177474.45574637977
1513,153711.9943672021
1514,154169.80018438876
1515,192753.5488703074
1516,155725.04465044857
1517,171601.11098100033
1518,131335.8472421733
1519,209173.04711704684
1520,125479.74836888975
1521,128979.92298697759
1522,179321.3810840992
1523,110060.3264479995
1524,126800.532379923
1525,117884.79170870208
1526,110336.12070144646
1527,109265.99125902892
1528,140137.62506369615
1529,149754.52545854208
1530,187503.717162249
1531,107038.69784347867
1532,98599.78016095114
1533,145727.65181163207
1534,127753.81203662722
1535,146877.6911799772
1536,107060.59308083412
1537,61371.31424078456
1538,147899.27773121078
1539,194956.46445702555
1540,98418.77945880895
1541,137951.1076892859
1542,140327.16725497166
1543,178436.94166099565
1544,88908.88133276148
1545,118530.38244533405
1546,138922.32011389674
1547,128140.59240016603
1548,142759.74820620008
1549,123917.80443596723
1550,133389.46969457465
1551,106600.32917839334
1552,133271.94107367838
1553,145110.65683962486
1554,116064.49908390075
1555,158659.04340042413
1556,86637.60885993848
1557,105268.2931169112
1558,102073.62394753074
1559,63815.16575407807
1560,134647.19379101435
1561,125799.59212908657
1562,131032.09942517402
1563,117679.54230258755
1564,154206.8534897426
1565,150893.13742826853
1566,239164.0130843575
1567,77679.58928905216
1568,232879.41374074577
1569,124226.49501627182
1570,141738.46990024752
1571,123611.22830264508
1572,140148.45627171808
1573,228539.49552814223
1574,119908.00392106947
1575,229504.3641328396
1576,250119.51600178485
1577,178039.4181527124
1578,150478.5299832622
1579,143379.95357737725
1580,197272.53371960236
1581,156303.21827353572
1582,124486.31491135697
1583,282177.44164828974
1584,216047.67690746667
1585,133837.9714498071
1586,64043.610586603194
1587,107181.85406251697
1588,151702.242738357
1589,96466.9989012304
1590,133280.43497985377
1591,89610.24459342528
1592,115191.87470169549
1593,126193.4842523935
1594,122741.88713385169
1595,106236.52086969672
1596,214983.0199249359
1597,196103.31260914257
1598,233249.2151799331
1599,166963.40017533084
1600,158621.15528433403
1601,66603.08745263555
1602,118610.94006211724
1603,70792.36922497238
1604,256727.67023322894
1605,241397.48937542786
1606,168358.22245818638
1607,177800.9861385475
1608,216349.8728505637
1609,180673.4987818121
1610,151484.49176173136
1611,137758.42180060956
1612,173328.09692001317
1613,165117.76926700448
1614,129953.37466832167
1615,96441.23646741509
1616,79755.17684884458
1617,95856.43713897145
1618,125122.2922587837
1619,138671.99012321435
1620,146921.7316381725
1621,138712.51949371147
1622,143658.17552546048
1623,258024.1171944873
1624,209066.8804293604
1625,117888.02145480344
1626,173144.04390914534
1627,192792.10134611768
1628,282315.10423157626
1629,184140.2504916337
1630,342623.0155451917
1631,232772.55782503428
1632,247009.45660303682
1633,178443.73462858546
1634,184625.69298515606
1635,174271.7350867879
1636,152516.03975574483
1637,200572.21050238577
1638,177518.73484011609
1639,192763.3119497632
1640,249922.08026373267
1641,184303.36303758124
1642,244899.54495686377
1643,210499.54417077688
1644,235868.31595849013
1645,196657.80573082427
1646,158883.4125158113
1647,161134.67525747162
1648,128650.6949824966
1649,141179.3078236841
1650,112771.90307778094
1651,120842.39490366417
1652,98517.85888778859
1653,101156.07757954842
1654,142619.4851613496
1655,131559.96293652366
1656,138709.67435358753
1657,145419.3974912182
1658,143298.46234181404
1659,114910.93390691964
1660,156593.64124255034
1661,411599.43528818234
1662,396437.73570099747
1663,372081.93951187644
1664,477002.3440051774
1665,309113.96071948577
1666,338366.81278368895
1667,383942.6302853434
1668,354255.8278592537
1669,318964.0618937014
1670,351883.13574395736
1671,262547.3582257464
1672,412243.4346673725
1673,286225.3071287479
1674,239286.9364140063
1675,197845.87935565726
1676,196585.6756695139
1677,218944.61055178713
1678,435299.7646360664
1679,387735.945911592
1680,325083.5661688288
1681,250725.9431832618
1682,322499.7199533662
1683,184508.21150352524
1684,176721.94787558974
1685,176342.58601042317
1686,167148.39872857483
1687,177535.73853817998
1688,189330.81473446623
1689,195776.11666851665
1690,199186.7110081905
1691,190067.2181283114
1692,267659.89246029686
1693,173171.15135001863
1694,183851.46810854686
1695,169602.62817954834
1696,260473.39471860658
1697,174898.87693729103
1698,341961.99164274166
1699,310273.11834334995
1700,257384.3883356972
1701,275278.40991179895
1702,235748.84700897723
1703,235932.8563634001
1704,272413.5529933915
1705,242727.52949421477
1706,333217.7688554548
1707,211221.9321005425
1708,201182.79124706256
