Id,SalePrice
1461,122620.53125
1462,158336.28125
1463,182780.359375
1464,192548.578125
1465,190811.25
1466,170511.375
1467,170572.203125
1468,162751.921875
1469,194401.8125
1470,118129.859375
1471,182078.0
1472,95373.1484375
1473,96038.984375
1474,148143.84375
1475,111503.734375
1476,355760.15625
1477,252975.15625
1478,303767.3125
1479,301189.59375
1480,532462.375
1481,318237.71875
1482,206102.078125
1483,177941.421875
1484,162751.921875
1485,187970.171875
1486,190653.0
1487,326798.03125
1488,234367.234375
1489,195393.046875
1490,233155.375
1491,188983.59375
1492,94096.2890625
1493,183775.953125
1494,302356.875
1495,293421.78125
1496,229271.953125
1497,176766.421875
1498,167738.6875
1499,159706.328125
1500,152681.109375
1501,176239.71875
1502,145097.078125
1503,307864.34375
1504,248886.6875
1505,227831.0
1506,188364.4375
1507,251963.90625
1508,202367.5625
1509,164086.78125
1510,146976.125
1511,151348.234375
1512,170572.203125
1513,142822.484375
1514,153295.359375
1515,196877.296875
1516,153064.546875
1517,161714.234375
1518,131459.890625
1519,210073.515625
1520,129266.109375
1521,133013.703125
1522,178075.015625
1523,114864.796875
1524,130145.6015625
1525,120395.578125
1526,115926.0078125
1527,108811.5078125
1528,138749.171875
1529,150966.078125
1530,181849.109375
1531,109403.3671875
1532,95427.734375
1533,146967.984375
1534,130026.625
1535,147623.15625
1536,109921.3671875
1537,55783.4140625
1538,150839.296875
1539,192285.25
1540,95248.53125
1541,147882.28125
1542,142659.8125
1543,194320.25
1544,90424.5390625
1545,118274.484375
1546,134545.3125
1547,133411.34375
1548,137089.265625
1549,119147.921875
1550,133287.34375
1551,113663.0703125
1552,137156.21875
1553,148026.484375
1554,118417.6015625
1555,163992.125
1556,79802.0703125
1557,109119.421875
1558,98243.4921875
1559,62222.40234375
1560,130411.609375
1561,122997.6640625
1562,130145.6015625
1563,118977.03125
1564,153404.90625
1565,152561.328125
1566,246317.34375
1567,76562.546875
1568,227964.453125
1569,128854.890625
1570,138749.171875
1571,125001.109375
1572,147825.875
1573,251286.234375
1574,120917.7578125
1575,220647.25
1576,242589.4375
1577,174055.265625
1578,142427.34375
1579,150919.578125
1580,193131.015625
1581,153052.4375
1582,126568.46875
1583,299109.4375
1584,219923.109375
1585,135340.25
1586,64401.7890625
1587,103963.875
1588,151931.90625
1589,98977.1171875
1590,135255.09375
1591,95194.0390625
1592,121976.3671875
1593,128897.5390625
1594,121368.5625
1595,107343.9921875
1596,223161.96875
1597,190811.25
1598,215895.953125
1599,170572.203125
1600,169360.5625
1601,55783.4140625
1602,120609.21875
1603,69230.6328125
1604,259764.859375
1605,249882.25
1606,169400.9375
1607,170461.453125
1608,209737.40625
1609,176858.984375
1610,152868.625
1611,141253.46875
1612,170461.453125
1613,164328.875
1614,126881.6015625
1615,90706.453125
1616,80194.828125
1617,93421.3828125
1618,129565.15625
1619,134614.875
1620,152130.828125
1621,138369.921875
1622,138186.21875
1623,262773.0
1624,207532.625
1625,120609.21875
1626,167272.546875
1627,190704.28125
1628,277982.59375
1629,174337.84375
