Id,SalePrice
1461,119636.734375
1462,155109.625
1463,181614.96875
1464,189337.171875
1465,195433.125
1466,169588.9375
1467,170006.71875
1468,161957.625
1469,188435.046875
1470,118098.4296875
1471,176982.65625
1472,94856.2890625
1473,94361.2109375
1474,149498.109375
1475,110029.1875
1476,356860.4375
1477,249840.546875
1478,304607.71875
1479,297923.71875
1480,601250.9375
1481,317964.375
1482,206747.578125
1483,181645.453125
1484,161957.625
1485,182623.1875
1486,190040.703125
1487,328623.5
1488,234312.9375
1489,196341.21875
1490,224114.484375
1491,192949.859375
1492,93261.328125
1493,180931.578125
1494,302478.03125
1495,290397.96875
1496,234870.671875
1497,175742.078125
1498,166119.1875
1499,161005.28125
1500,153049.515625
1501,174275.515625
1502,146038.171875
1503,300926.3125
1504,239666.703125
1505,230430.453125
1506,182765.546875
1507,243465.296875
1508,199579.671875
1509,162633.234375
1510,150381.390625
1511,154280.65625
1512,169977.53125
1513,142214.9375
1514,153232.21875
1515,189390.625
1516,153120.90625
1517,163558.234375
1518,133967.609375
1519,204013.125
1520,129108.8984375
1521,134020.0
1522,178757.328125
1523,117313.7734375
1524,124645.890625
1525,120551.03125
1526,112527.9921875
1527,106035.125
1528,133060.0
1529,149052.671875
1530,179153.953125
1531,108222.3359375
1532,94052.9609375
1533,144048.40625
1534,120186.90625
1535,146881.953125
1536,106488.515625
1537,57140.89453125
1538,152765.875
1539,192145.9375
1540,93832.921875
1541,143973.953125
1542,139293.8125
1543,187978.78125
1544,86317.96875
1545,111874.3046875
1546,129002.4375
1547,135045.125
1548,135297.015625
1549,117049.703125
1550,134986.40625
1551,110731.2109375
1552,139059.6875
1553,145835.53125
1554,117109.546875
1555,166265.46875
1556,82439.875
1557,118233.7734375
1558,94363.1953125
1559,56499.359375
1560,133866.59375
1561,127499.8671875
1562,128389.5
1563,120380.8828125
1564,154905.328125
1565,152504.734375
1566,242080.078125
1567,79596.546875
1568,234422.671875
1569,131728.96875
1570,134786.890625
1571,120012.3515625
1572,142249.515625
1573,239699.15625
1574,121135.5546875
1575,220590.453125
1576,220806.390625
1577,177760.78125
1578,143158.359375
1579,146227.5625
1580,194086.15625
1581,148452.875
1582,124065.3671875
1583,292623.40625
1584,224889.953125
1585,137467.890625
1586,56309.09765625
1587,98006.734375
1588,150115.296875
1589,95738.9453125
1590,128683.453125
1591,94242.859375
1592,119675.0703125
1593,126081.6328125
1594,123955.375
1595,109564.0625
1596,225489.34375
1597,190477.078125
1598,211200.234375
1599,169462.34375
1600,163124.09375
1601,56169.75390625
1602,122267.1796875
1603,60291.48828125
1604,268207.59375
1605,240161.375
1606,168237.40625
1607,169655.25
1608,211637.96875
1609,182295.71875
1610,152525.25
1611,139789.53125
1612,168752.734375
1613,166205.546875
1614,117356.1875
1615,86530.78125
1616,82410.7890625
1617,90883.9609375
1618,128013.171875
1619,139219.71875
1620,146268.15625
1621,136578.640625
1622,136342.5625
1623,264963.0625
1624,210267.53125
1625,119152.921875
1626,165007.140625
1627,186241.65625
1628,274927.75
1629,175750.28125
1630,351619.4375
1631,224140.765625
1632,257473.84375
1633,168942.75
1634,185937.640625
1635,169945.453125
1636,152618.375
1637,188620.40625
1638,180300.640625
1639,181614.96875
1640,244544.796875
1641,181592.96875
1642,250338.78125
1643,229588.34375
1644,242680.84375
1645,189169.140625
1646,155818.015625
1647,158095.453125
1648,133146.703125
1649,136475.515625
1650,114115.015625
1651,117301.921875
1652,95306.1328125
1653,96088.3671875
1654,150255.234375
1655,140508.46875
1656,145274.59375
1657,151950.59375
1658,151298.875
1659,122066.203125
1660,153201.09375
1661,473973.90625
1662,396431.34375
1663,392864.9375
1664,526374.4375
1665,310560.21875
1666,322841.34375
1667,370342.25
1668,343479.71875
1669,304412.28125
1670,348989.59375
1671,264633.5
1672,461877.1875
1673,290464.15625
1674,241189.1875
1675,196392.90625
1676,193920.9375
1677,217580.546875
1678,575126.625
1679,401299.125
1680,333827.25
1681,248550.09375
1682,314892.65625
1683,186756.734375
1684,169945.453125
1685,169891.484375
1686,168735.515625
1687,166134.234375
1688,188815.5
1689,189458.734375
1690,187494.484375
1691,179120.125
1692,263235.78125
1693,165098.90625
1694,181534.796875
1695,167711.0
1696,270574.25
1697,169491.4375
1698,343507.21875
1699,326383.15625
1700,260939.28125
1701,273713.84375
1702,243281.703125
1703,240977.203125
1704,271342.25
1705,234863.953125
1706,398544.6875
1707,213081.34375
1708,200358.703125
1709,264093.96875
1710,230204.21875
1711,273087.3125
1712,262791.8125
1713,274707.59375
1714,224656.953125
1715,206611.96875
1716,179198.21875
1717,168885.40625
1718,135823.96875
1719,205217.3125
1720,237662.390625
1721,161058.734375
1722,120972.6640625
1723,151942.484375
1724,200934.859375
1725,233731.3125
1726,187998.6875
1727,154247.40625
1728,168868.0
1729,166236.9375
1730,151977.84375
1731,120685.5
1732,133654.453125
1733,111437.6171875
1734,120089.171875
1735,123862.4921875
1736,109912.6640625
1737,282224.0
1738,240006.359375
1739,237498.125
1740,210721.40625
1741,182818.359375
1742,171353.671875
1743,174013.9375
1744,319016.21875
1745,215226.40625
1746,182730.515625
1747,217065.515625
1748,208555.015625
1749,149046.265625
1750,129606.1875
1751,235802.75
1752,115532.328125
1753,148827.109375
1754,192759.6875
1755,170695.71875
1756,124019.109375
1757,118223.1796875
1758,144486.46875
1759,162566.859375
1760,165303.25
1761,141782.796875
1762,173357.015625
1763,183541.78125
1764,117601.7734375
1765,159603.703125
1766,180900.359375
1767,216644.859375
1768,141958.140625
1769,168405.3125
1770,147050.5625
1771,129180.953125
1772,134839.609375
1773,126111.8203125
1774,136457.296875
1775,138965.6875
1776,125655.6171875
1777,110616.0625
1778,135823.96875
1779,125782.9453125
1780,173493.125
1781,132747.328125
1782,94430.890625
1783,138647.71875
1784,107065.2890625
1785,125410.078125
1786,146070.625
1787,160727.609375
1788,59245.890625
1789,95670.765625
1790,90177.4609375
1791,173592.4375
1792,159618.46875
1793,126080.4296875
1794,147050.5625
1795,136177.796875
1796,126881.96875
1797,112349.2421875
1798,120422.5625
1799,109216.453125
1800,125602.8984375
1801,129674.5625
1802,132610.796875
1803,151475.15625
1804,139162.359375
1805,133890.96875
1806,117647.765625
1807,130796.7265625
1808,122788.3359375
1809,126070.2109375
1810,141958.140625
1811,96181.1484375
1812,96671.6640625
1813,120550.8046875
1814,96238.125
1815,55319.26953125
1816,96717.953125
1817,113738.7578125
1818,141233.671875
1819,120716.234375
1820,53310.0390625
1821,115690.875
1822,150177.734375
1823,46731.33203125
1824,133654.453125
1825,136217.28125
1826,100948.15625
1827,106693.65625
1828,133704.546875
1829,121447.875
1830,141995.375
1831,146571.03125
1832,60016.98046875
1833,139059.6875
1834,121805.015625
1835,123796.359375
1836,124947.59375
1837,88210.96875
1838,129067.78125
1839,87512.3125
1840,149760.671875
1841,137557.59375
1842,89151.1640625
1843,134020.0
1844,140044.390625
1845,141771.4375
1846,154605.578125
1847,174944.4375
1848,51024.62109375
1849,110847.859375
1850,120480.578125
1851,153201.09375
1852,121811.2890625
1853,132673.65625
1854,168514.71875
1855,153539.40625
1856,218078.90625
1857,143319.140625
1858,137498.703125
1859,122718.921875
1860,147714.546875
1861,119225.78125
1862,303500.34375
1863,278799.8125
1864,278799.8125
1865,351110.4375
1866,346071.0
1867,227406.40625
1868,276659.4375
1869,199614.3125
1870,229503.40625
1871,262405.90625
1872,169974.625
1873,239355.828125
1874,144884.546875
1875,200396.734375
1876,196407.140625
1877,207938.765625
1878,195688.625
1879,133578.375
1880,127320.640625
1881,240884.375
1882,242882.28125
1883,188382.9375
1884,201059.078125
1885,240032.6875
1886,276194.9375
1887,209168.90625
1888,264887.53125
1889,162961.90625
1890,117740.140625
1891,129767.21875
1892,101926.078125
1893,133571.625
1894,126974.0859375
1895,138256.09375
1896,126799.2265625
1897,112784.015625
1898,111745.921875
1899,156122.640625
1900,143490.765625
1901,174352.8125
1902,150130.328125
1903,207658.140625
1904,145857.375
1905,189674.59375
1906,146322.421875
1907,199875.46875
1908,111490.0234375
1909,132558.953125
1910,119917.5078125
1911,219602.03125
1912,333787.125
1913,140120.140625
1914,50615.5625
1915,320292.0
1916,56694.4296875
1917,242416.453125
1918,141830.40625
1919,177498.203125
1920,154983.34375
1921,400323.25
1922,336652.8125
1923,218630.328125
1924,218034.625
