Id,SalePrice
1461,125898.8828125
1462,162022.828125
1463,181714.578125
1464,188486.625
1465,190424.03125
1466,167932.359375
1467,167775.640625
1468,165446.609375
1469,188815.5
1470,121081.8515625
1471,194677.515625
1472,97260.3515625
1473,94565.2578125
1474,149006.328125
1475,112575.4375
1476,351671.40625
1477,245871.1875
1478,298193.1875
1479,285143.9375
1480,499576.5625
1481,322258.40625
1482,211248.1875
1483,172654.96875
1484,166784.46875
1485,181025.125
1486,193681.21875
1487,325672.375
1488,241175.84375
1489,199506.203125
1490,222839.5625
1491,188645.78125
1492,94242.2265625
1493,185339.421875
1494,294567.96875
1495,292092.25
1496,234301.75
1497,173099.625
1498,166045.375
1499,160404.8125
1500,158212.5
1501,170492.34375
1502,149132.296875
1503,286401.40625
1504,243669.015625
1505,224340.296875
1506,186110.796875
1507,240330.6875
1508,204397.171875
1509,165166.3125
1510,148690.34375
1511,152520.890625
1512,167708.765625
1513,144636.46875
1514,153693.09375
1515,194331.75
1516,153347.703125
1517,164484.890625
1518,135584.28125
1519,219233.3125
1520,136051.09375
1521,138676.40625
1522,172425.09375
1523,113938.953125
1524,120954.3203125
1525,119640.265625
1526,116473.78125
1527,109732.0
1528,135230.453125
1529,152282.09375
1530,172654.96875
1531,110412.1171875
1532,94242.2265625
1533,139010.359375
1534,125767.8359375
1535,143433.453125
1536,111784.9296875
1537,60835.3984375
1538,158341.40625
1539,200472.8125
1540,95492.828125
1541,146843.015625
1542,139386.96875
1543,195909.53125
1544,80435.109375
1545,110144.7734375
1546,132978.6875
1547,135033.921875
1548,135091.109375
1549,114684.8515625
1550,139390.5625
1551,110654.46875
1552,137287.21875
1553,140455.015625
1554,116334.015625
1555,163236.296875
1556,87782.2109375
1557,103889.9375
1558,105179.046875
1559,74563.546875
1560,133051.625
1561,127204.1328125
1562,129596.0546875
1563,120655.578125
1564,158797.65625
1565,153347.703125
1566,235137.375
1567,77921.3984375
1568,226683.421875
1569,137138.703125
1570,136696.046875
1571,118811.484375
1572,142859.390625
1573,240134.578125
1574,117526.09375
1575,225645.953125
1576,230579.9375
1577,189950.453125
1578,145655.53125
1579,144192.03125
1580,197033.1875
1581,152380.296875
1582,126362.59375
1583,303564.03125
1584,219355.03125
1585,139854.078125
1586,56786.04296875
1587,107381.984375
1588,155685.078125
1589,97243.1953125
1590,134737.671875
1591,94071.796875
1592,116968.9140625
1593,130494.4609375
1594,118359.90625
1595,110080.828125
1596,225535.59375
1597,189455.84375
1598,212848.59375
1599,170492.34375
1600,169576.796875
1601,55195.63671875
