Id,SalePrice
1461,123193.4765625
1462,160411.234375
1463,182931.90625
1464,194757.359375
1465,194225.953125
1466,170383.9375
1467,170476.90625
1468,162449.234375
1469,194158.359375
1470,120759.9921875
1471,182553.71875
1472,95333.6796875
1473,94318.3828125
1474,144560.890625
1475,111897.140625
1476,359299.71875
1477,256625.890625
1478,305921.0
1479,295844.6875
1480,532109.0625
1481,318883.59375
1482,205908.953125
1483,179025.171875
1484,161854.484375
1485,190903.703125
1486,190972.359375
1487,328483.75
1488,234749.078125
1489,196578.234375
1490,224833.984375
1491,190424.578125
1492,93049.0859375
1493,185773.34375
1494,303361.4375
1495,299898.65625
1496,230162.0625
1497,174206.046875
1498,165039.25
1499,162074.125
1500,152889.625
1501,172934.625
1502,145915.390625
1503,303583.40625
1504,250358.359375
1505,226934.109375
1506,187001.078125
1507,240796.40625
1508,203994.453125
1509,161504.171875
1510,145296.203125
1511,153168.375
1512,170269.09375
1513,141948.125
1514,153519.0625
1515,190972.359375
1516,152192.65625
1517,162616.015625
1518,135995.0625
1519,208090.921875
1520,130847.8828125
1521,134700.53125
1522,177978.078125
1523,113253.7421875
1524,123198.0546875
1525,120863.453125
1526,111183.265625
1527,108182.5078125
1528,137301.234375
1529,152736.015625
1530,177401.40625
1531,107205.0625
1532,94318.3828125
1533,140816.203125
1534,127138.8828125
1535,142642.25
1536,107520.421875
1537,55775.59375
1538,153611.90625
1539,196877.09375
1540,93199.7109375
1541,146944.859375
1542,142849.171875
1543,191431.6875
1544,90052.0703125
1545,113411.109375
1546,135034.4375
1547,134236.953125
1548,135559.328125
1549,121139.140625
1550,138341.15625
1551,111528.4140625
1552,138264.796875
1553,145296.203125
1554,115249.2890625
1555,166192.546875
1556,84933.6953125
1557,108528.4765625
1558,96931.078125
1559,56362.125
1560,132370.84375
1561,124719.375
1562,131015.203125
1563,120534.59375
1564,153807.453125
1565,152129.234375
1566,237964.25
1567,78843.234375
1568,239665.109375
1569,136665.28125
1570,137856.765625
1571,120124.109375
1572,143841.9375
1573,242208.234375
1574,121272.8828125
1575,220786.390625
1576,232329.015625
1577,174330.203125
1578,149207.265625
1579,145700.96875
1580,195188.75
1581,152967.5
1582,123384.421875
1583,298338.28125
1584,217948.546875
1585,138613.875
1586,58801.03125
1587,98762.703125
1588,152889.625
1589,99285.2265625
1590,135231.734375
1591,93901.671875
1592,122314.765625
1593,127235.3125
1594,114511.953125
1595,111183.265625
1596,224629.953125
1597,196707.8125
1598,216748.390625
1599,170476.90625
1600,167727.96875
1601,53600.625
1602,121839.875
1603,63567.03125
1604,260634.609375
1605,238747.578125
1606,162771.640625
1607,170476.90625
1608,213814.375
1609,177802.3125
1610,152961.671875
1611,141177.25
1612,169122.328125
1613,161813.890625
1614,123255.171875
1615,91643.1796875
1616,79651.828125
1617,92569.1796875
1618,128222.9609375
1619,139818.859375
1620,158909.90625
1621,139818.859375
1622,140527.375
1623,260634.609375
